applicant_id,jurisdiction,age,age_group,gender,protected_group,income,employment_status,credit_score,debt_to_income,loan_amount,loan_term_months,loan_purpose,prior_default,region_risk_score,default_next_12m,model_score,approved,manual_review,decision_reason_1,decision_reason_2
APP-00848,US,41,35-49,Male,1,18000,Full-time,650,0.419,45788,60,Auto,0,0.696,1,0.2435,0,0,Elevated regional portfolio risk,High debt-to-income ratio
APP-00849,EU,74,65+,Male,0,18000,Full-time,716,0.533,45354,24,Education,0,0.36,0,0.1371,1,0,Approved,Approved
APP-00850,Singapore,62,50-64,Male,1,19305,Self-employed,600,0.355,61495,48,Personal,0,0.449,0,0.1977,1,1,Approved,Approved
APP-00851,US,22,18-24,Female,0,50433,Unemployed,596,0.532,10947,84,Auto,0,0.721,0,0.4959,0,0,Low credit score,High debt-to-income ratio
APP-00852,US,64,50-64,Male,0,64331,Full-time,820,0.175,49520,24,Home improvement,1,0.248,0,0.0238,1,0,Approved,Approved
APP-00853,US,63,50-64,Female,0,54819,Self-employed,667,0.225,52173,36,Home improvement,0,0.594,0,0.0712,1,0,Approved,Approved
APP-00854,EU,39,35-49,Female,0,67579,Part-time,762,0.339,40167,24,Home improvement,0,0.289,0,0.0365,1,0,Approved,Approved
APP-00855,US,41,35-49,Female,1,50772,Full-time,755,0.288,12364,24,Credit card consolidation,0,0.387,0,0.0264,1,0,Approved,Approved
APP-00856,US,67,65+,Female,0,108650,Full-time,596,0.288,20014,48,Home improvement,0,0.324,0,0.1029,1,0,Approved,Approved
APP-00857,Singapore,39,35-49,Female,1,79610,Self-employed,598,0.476,22789,36,Auto,0,0.517,0,0.247,0,0,Low credit score,High debt-to-income ratio
APP-00858,EU,20,18-24,Female,0,24883,Full-time,723,0.293,67141,24,Credit card consolidation,0,0.588,0,0.0522,1,0,Approved,Approved
APP-00859,US,64,50-64,Male,0,65260,Full-time,714,0.271,95110,48,Education,0,0.396,0,0.044,1,0,Approved,Approved
APP-00860,Singapore,21,18-24,Female,0,34367,Full-time,496,0.132,71654,36,Home improvement,1,0.401,1,0.3653,0,0,Low credit score,Prior default history
APP-00861,Singapore,51,50-64,Female,1,38061,Part-time,763,0.501,21592,48,Education,0,0.493,0,0.1027,1,0,Approved,Approved
APP-00862,UK,50,50-64,Male,0,113359,Full-time,817,0.356,27657,36,Credit card consolidation,0,0.688,0,0.0223,1,0,Approved,Approved
APP-00863,US,45,35-49,Female,1,43471,Self-employed,708,0.41,79357,36,Auto,0,0.72,0,0.1266,1,0,Approved,Approved
APP-00864,EU,66,65+,Male,1,51723,Full-time,714,0.183,25675,84,Credit card consolidation,0,0.365,0,0.0319,1,0,Approved,Approved
APP-00865,US,44,35-49,Male,1,43851,Self-employed,717,0.056,31137,36,Small business,0,0.275,0,0.0152,1,0,Approved,Approved
APP-00866,EU,58,50-64,Female,1,58485,Full-time,646,0.552,25495,36,Auto,0,0.465,0,0.2531,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-00867,US,40,35-49,Female,0,96888,Full-time,718,0.113,62582,36,Home improvement,0,0.595,0,0.0226,1,0,Approved,Approved
APP-00868,Singapore,30,25-34,Male,0,68785,Full-time,727,0.531,35309,24,Home improvement,0,0.463,0,0.1104,1,0,Approved,Approved
APP-00869,US,58,50-64,Male,0,43033,Part-time,620,0.174,24881,60,Small business,0,0.647,0,0.1254,1,0,Approved,Approved
APP-00870,US,38,35-49,Female,1,72006,Part-time,735,0.283,123777,60,Credit card consolidation,0,0.309,0,0.038,1,0,Approved,Approved
APP-00871,US,60,50-64,Male,1,45934,Full-time,705,0.176,45727,24,Credit card consolidation,0,0.58,0,0.0352,1,0,Approved,Approved
APP-00872,Singapore,25,25-34,Male,1,38397,Full-time,561,0.205,73846,60,Credit card consolidation,0,0.378,0,0.1259,1,0,Approved,Approved
APP-00873,Singapore,63,50-64,Female,0,46116,Full-time,613,0.417,35654,36,Credit card consolidation,0,0.269,0,0.1539,1,0,Approved,Approved
APP-00874,US,43,35-49,Female,1,49133,Full-time,731,0.239,14617,24,Education,0,0.492,0,0.0324,1,0,Approved,Approved
APP-00875,US,73,65+,Male,0,111095,Full-time,674,0.229,26953,84,Personal,0,0.56,0,0.0555,1,0,Approved,Approved
APP-00876,UK,64,50-64,Male,0,89657,Full-time,621,0.23,20493,36,Credit card consolidation,0,0.576,0,0.0764,1,0,Approved,Approved
APP-00877,UK,60,50-64,Female,0,91675,Full-time,757,0.198,23034,24,Auto,0,0.515,0,0.0205,1,0,Approved,Approved
APP-00878,US,29,25-34,Male,0,155520,Self-employed,755,0.47,20774,36,Small business,0,0.388,0,0.0393,1,0,Approved,Approved
APP-00879,EU,19,18-24,Male,0,55654,Full-time,620,0.095,34131,36,Credit card consolidation,0,0.233,0,0.0324,1,0,Approved,Approved
APP-00880,EU,44,35-49,Male,0,55488,Part-time,682,0.379,23758,36,Auto,0,0.458,0,0.1153,1,0,Approved,Approved
APP-00881,EU,34,25-34,Female,0,41849,Full-time,651,0.251,23766,36,Home improvement,0,0.263,0,0.0646,1,0,Approved,Approved
APP-00882,UK,45,35-49,Male,0,34544,Part-time,526,0.178,96688,84,Home improvement,1,0.318,1,0.4304,0,0,Low credit score,Prior default history
APP-00883,EU,72,65+,Male,1,35748,Part-time,732,0.195,52918,36,Auto,0,0.499,0,0.0438,1,0,Approved,Approved
APP-00884,UK,52,50-64,Female,0,89324,Full-time,697,0.711,6626,60,Credit card consolidation,0,0.744,0,0.3113,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-00885,US,25,25-34,Female,0,158211,Full-time,602,0.371,57494,60,Home improvement,0,0.656,0,0.1508,1,0,Approved,Approved
APP-00886,US,56,50-64,Female,0,48693,Full-time,633,0.398,12261,24,Personal,0,0.269,0,0.1187,1,0,Approved,Approved
APP-00887,EU,40,35-49,Female,1,113174,Full-time,546,0.268,76800,36,Personal,0,0.626,0,0.1655,1,0,Approved,Approved
APP-00888,EU,24,18-24,Male,1,66282,Full-time,654,0.403,33959,36,Education,0,0.249,0,0.0908,1,0,Approved,Approved
APP-00889,US,68,65+,Male,1,112482,Full-time,719,0.171,64135,60,Education,0,0.237,0,0.0181,1,0,Approved,Approved
APP-00890,UK,63,50-64,Male,1,52222,Full-time,694,0.608,45052,24,Auto,1,0.266,1,0.3707,0,0,Prior default history,High debt-to-income ratio
APP-00891,US,29,25-34,Male,0,25563,Self-employed,685,0.34,17146,84,Small business,0,0.152,0,0.0756,1,0,Approved,Approved
APP-00892,Singapore,40,35-49,Female,1,83476,Unemployed,660,0.397,32183,36,Credit card consolidation,0,0.486,0,0.1193,1,0,Approved,Approved
APP-00893,US,57,50-64,Female,0,116690,Full-time,507,0.302,16134,12,Education,0,0.393,0,0.1786,1,0,Approved,Approved
APP-00894,Singapore,63,50-64,Male,0,28111,Self-employed,724,0.087,42915,36,Auto,0,0.492,0,0.024,1,0,Approved,Approved
APP-00895,Singapore,70,65+,Male,1,54640,Full-time,687,0.457,12203,36,Small business,0,0.416,0,0.1292,1,0,Approved,Approved
APP-00896,US,48,35-49,Female,0,131288,Full-time,714,0.171,91862,36,Education,0,0.643,0,0.0247,1,0,Approved,Approved
APP-00897,US,34,25-34,Male,0,60361,Self-employed,553,0.325,26430,60,Personal,0,0.18,0,0.1564,1,0,Approved,Approved
APP-00898,Singapore,69,65+,Male,1,42667,Self-employed,636,0.381,58824,36,Auto,0,0.522,0,0.1696,1,0,Approved,Approved
APP-00899,EU,47,35-49,Male,1,56264,Part-time,650,0.322,43161,36,Education,0,0.72,0,0.1451,1,0,Approved,Approved
APP-00900,Singapore,41,35-49,Female,0,31994,Full-time,711,0.043,11881,12,Personal,0,0.608,0,0.0198,1,0,Approved,Approved
APP-00901,US,30,25-34,Male,0,49321,Full-time,702,0.262,27174,60,Home improvement,0,0.381,0,0.0519,1,0,Approved,Approved
APP-00902,US,69,65+,Male,0,47746,Full-time,497,0.469,49185,24,Personal,1,0.695,1,0.7578,0,0,Low credit score,Prior default history
APP-00903,EU,36,35-49,Male,1,25707,Full-time,605,0.303,77119,24,Home improvement,0,0.709,0,0.2008,0,1,Low credit score,Elevated regional portfolio risk
APP-00904,UK,74,65+,Female,0,37130,Full-time,670,0.182,6915,60,Auto,0,0.512,1,0.0649,1,0,Approved,Approved
APP-00905,US,55,50-64,Female,1,46478,Part-time,620,0.46,37903,48,Education,0,0.481,0,0.2592,0,0,High debt-to-income ratio,Low credit score
APP-00906,Singapore,69,65+,Female,1,63315,Full-time,644,0.169,46712,84,Small business,0,0.677,0,0.0914,1,0,Approved,Approved
APP-00907,Singapore,34,25-34,Male,0,57983,Full-time,704,0.158,42050,36,Credit card consolidation,0,0.358,0,0.0236,1,0,Approved,Approved
APP-00908,EU,56,50-64,Female,0,27439,Full-time,833,0.131,15442,84,Credit card consolidation,0,0.567,0,0.012,1,0,Approved,Approved
APP-00909,US,69,65+,Male,1,26048,Full-time,682,0.314,44691,60,Credit card consolidation,0,0.65,0,0.107,1,0,Approved,Approved
APP-00910,US,65,65+,Female,0,95593,Part-time,722,0.178,15435,24,Credit card consolidation,1,0.477,0,0.0619,1,0,Approved,Approved
APP-00911,Singapore,59,50-64,Female,0,76349,Unemployed,717,0.418,94295,48,Home improvement,0,0.693,0,0.1398,1,0,Approved,Approved
APP-00912,Singapore,67,65+,Female,0,53031,Full-time,733,0.21,6242,36,Home improvement,0,0.318,0,0.0276,1,0,Approved,Approved
APP-00913,EU,20,18-24,Male,1,43977,Full-time,850,0.383,10520,48,Credit card consolidation,0,0.7,0,0.0264,1,0,Approved,Approved
APP-00914,EU,62,50-64,Female,1,35630,Part-time,544,0.529,28733,84,Education,0,0.698,0,0.609,0,0,Low credit score,High debt-to-income ratio
APP-00915,Singapore,39,35-49,Male,1,35176,Full-time,674,0.778,16057,24,Personal,0,0.556,0,0.4236,0,0,High debt-to-income ratio,Elevated regional portfolio risk
APP-00916,Singapore,70,65+,Male,0,161928,Full-time,643,0.137,25960,36,Credit card consolidation,0,0.692,0,0.0339,1,0,Approved,Approved
APP-00917,US,37,35-49,Female,1,68611,Self-employed,530,0.137,46115,36,Personal,1,0.223,0,0.1981,1,1,Approved,Approved
APP-00918,Singapore,70,65+,Female,1,58024,Self-employed,668,0.244,23469,36,Small business,0,0.445,1,0.063,1,0,Approved,Approved
APP-00919,US,18,18-24,Male,1,77320,Full-time,512,0.233,20310,84,Home improvement,1,0.494,0,0.4427,0,0,Low credit score,Prior default history
APP-00920,EU,36,35-49,Male,0,22983,Full-time,795,0.548,9571,36,Education,0,0.764,0,0.1073,1,0,Approved,Approved
APP-00921,US,73,65+,Female,0,57139,Unemployed,593,0.292,18667,36,Home improvement,0,0.7,0,0.2321,0,0,Low credit score,Elevated regional portfolio risk
APP-00922,EU,45,35-49,Male,0,28814,Full-time,664,0.303,21578,24,Credit card consolidation,0,0.463,0,0.0785,1,0,Approved,Approved
APP-00923,US,44,35-49,Male,0,41912,Self-employed,620,0.217,47059,60,Credit card consolidation,0,0.532,0,0.0911,1,0,Approved,Approved
APP-00924,UK,43,35-49,Female,1,19716,Full-time,580,0.519,45889,36,Auto,0,0.427,0,0.3869,0,0,Low credit score,High debt-to-income ratio
APP-00925,US,56,50-64,Male,0,44357,Part-time,676,0.173,40552,84,Auto,0,0.777,0,0.0982,1,0,Approved,Approved
APP-00926,UK,64,50-64,Female,1,36689,Full-time,635,0.154,25301,36,Home improvement,0,0.357,0,0.0602,1,0,Approved,Approved
APP-00927,US,24,18-24,Male,0,107826,Full-time,626,0.054,11723,12,Credit card consolidation,1,0.151,0,0.0411,1,0,Approved,Approved
APP-00928,US,28,25-34,Female,0,59736,Self-employed,704,0.166,17583,36,Home improvement,0,0.584,0,0.0348,1,0,Approved,Approved
APP-00929,US,72,65+,Female,0,40152,Full-time,716,0.177,14205,48,Credit card consolidation,0,0.64,0,0.0388,1,0,Approved,Approved
APP-00930,EU,20,18-24,Male,0,89516,Full-time,742,0.224,15401,60,Auto,0,0.728,0,0.036,1,0,Approved,Approved
APP-00931,EU,39,35-49,Female,0,37140,Part-time,782,0.353,31000,36,Personal,1,0.578,0,0.1213,1,0,Approved,Approved
APP-00932,US,28,25-34,Male,0,163348,Full-time,683,0.188,30402,48,Credit card consolidation,0,0.44,0,0.021,1,0,Approved,Approved
APP-00933,US,49,35-49,Female,0,64629,Part-time,600,0.375,31031,36,Small business,1,0.565,0,0.4478,0,0,Prior default history,Low credit score
APP-00934,US,42,35-49,Female,0,65391,Full-time,827,0.284,13597,36,Home improvement,1,0.222,0,0.0335,1,0,Approved,Approved
APP-00935,Singapore,75,65+,Female,0,111203,Full-time,472,0.125,27134,24,Home improvement,0,0.726,1,0.2077,0,1,Low credit score,Elevated regional portfolio risk
APP-00936,EU,27,25-34,Male,0,111028,Full-time,672,0.194,56317,36,Home improvement,0,0.652,0,0.0467,1,0,Approved,Approved
APP-00937,Singapore,62,50-64,Male,0,47676,Full-time,624,0.097,28174,60,Home improvement,0,0.623,0,0.073,1,0,Approved,Approved
APP-00938,EU,71,65+,Male,1,26302,Part-time,648,0.611,43415,84,Personal,1,0.389,1,0.6301,0,0,Prior default history,High debt-to-income ratio
APP-00939,UK,51,50-64,Male,1,37409,Full-time,592,0.17,92872,12,Small business,0,0.573,0,0.1109,1,0,Approved,Approved
APP-00940,US,73,65+,Male,1,62721,Full-time,551,0.454,10876,36,Personal,0,0.405,0,0.3065,0,0,Low credit score,High debt-to-income ratio
APP-00941,US,28,25-34,Female,0,61938,Self-employed,729,0.205,46834,36,Personal,0,0.873,0,0.0417,1,0,Approved,Approved
APP-00942,EU,19,18-24,Female,0,18505,Full-time,691,0.513,11611,36,Credit card consolidation,0,0.404,0,0.1407,1,0,Approved,Approved
APP-00943,US,18,18-24,Female,0,36974,Part-time,798,0.584,70667,48,Home improvement,0,0.482,0,0.1154,1,0,Approved,Approved
APP-00944,US,37,35-49,Female,0,36996,Part-time,722,0.232,41694,24,Small business,0,0.562,0,0.0529,1,0,Approved,Approved
APP-00945,EU,23,18-24,Female,0,31521,Unemployed,670,0.37,40763,36,Auto,0,0.146,1,0.1009,1,0,Approved,Approved
APP-00946,US,65,65+,Male,1,43213,Full-time,583,0.267,43809,48,Small business,0,0.393,0,0.157,1,0,Approved,Approved
APP-00947,EU,48,35-49,Female,1,87188,Part-time,697,0.348,88148,48,Credit card consolidation,0,0.389,0,0.067,1,0,Approved,Approved
APP-00948,Singapore,59,50-64,Male,0,118761,Unemployed,674,0.484,359978,48,Personal,0,0.327,0,0.1601,1,0,Approved,Approved
APP-00949,US,19,18-24,Male,0,43117,Part-time,718,0.548,27664,36,Credit card consolidation,0,0.533,0,0.1553,1,0,Approved,Approved
APP-00950,UK,74,65+,Male,1,79589,Full-time,728,0.3,28911,36,Personal,0,0.578,0,0.0464,1,0,Approved,Approved
APP-00951,Singapore,32,25-34,Female,0,40187,Full-time,643,0.408,10511,48,Home improvement,0,0.571,0,0.1847,1,1,Approved,Approved
APP-00952,US,20,18-24,Female,0,94671,Unemployed,633,0.235,12452,24,Credit card consolidation,0,0.455,1,0.0643,1,0,Approved,Approved
APP-00953,UK,62,50-64,Female,0,46627,Full-time,603,0.415,43312,24,Small business,0,0.62,0,0.2575,0,0,Low credit score,Elevated regional portfolio risk
APP-00954,EU,56,50-64,Male,0,83543,Full-time,730,0.471,103096,84,Credit card consolidation,0,0.643,1,0.1125,1,0,Approved,Approved
APP-00955,US,39,35-49,Male,0,36546,Full-time,753,0.237,24368,48,Credit card consolidation,0,0.568,0,0.0318,1,0,Approved,Approved
APP-00956,US,24,18-24,Male,0,174930,Self-employed,679,0.489,88835,36,Credit card consolidation,0,0.458,1,0.0721,1,0,Approved,Approved
APP-00957,US,74,65+,Male,0,61936,Full-time,658,0.059,50741,36,Auto,0,0.725,0,0.0456,1,0,Approved,Approved
APP-00958,Singapore,34,25-34,Female,0,75941,Full-time,662,0.033,22367,36,Auto,0,0.686,0,0.0314,1,0,Approved,Approved
APP-00959,Singapore,31,25-34,Female,0,38572,Self-employed,725,0.222,41025,24,Home improvement,0,0.684,0,0.045,1,0,Approved,Approved
APP-00960,EU,46,35-49,Female,0,60326,Full-time,766,0.236,60234,36,Credit card consolidation,0,0.64,0,0.0269,1,0,Approved,Approved
APP-00961,US,66,65+,Male,1,25417,Part-time,578,0.147,98480,48,Personal,0,0.281,1,0.1098,1,0,Approved,Approved
APP-00962,UK,46,35-49,Male,1,95374,Full-time,602,0.114,34712,48,Credit card consolidation,0,0.587,0,0.0559,1,0,Approved,Approved
APP-00963,EU,30,25-34,Male,0,32926,Self-employed,601,0.497,185769,84,Personal,0,0.412,0,0.3317,0,0,Income insufficient for requested loan,Low credit score
APP-00964,US,48,35-49,Male,0,75195,Unemployed,737,0.332,42699,48,Credit card consolidation,0,0.46,0,0.0513,1,0,Approved,Approved
APP-00965,US,51,50-64,Female,0,94344,Full-time,769,0.42,53276,36,Credit card consolidation,0,0.525,0,0.0426,1,0,Approved,Approved
APP-00966,Singapore,18,18-24,Male,1,26272,Full-time,578,0.339,26514,24,Education,1,0.854,0,0.4936,0,0,Prior default history,Low credit score
APP-00967,US,75,65+,Male,0,66414,Full-time,642,0.335,18268,36,Home improvement,0,0.349,0,0.1034,1,0,Approved,Approved
APP-00968,UK,33,25-34,Male,0,31382,Full-time,719,0.266,44730,48,Small business,0,0.221,0,0.0404,1,0,Approved,Approved
APP-00969,US,50,50-64,Female,0,36560,Full-time,738,0.466,40964,36,Personal,0,0.688,0,0.114,1,0,Approved,Approved
APP-00970,EU,45,35-49,Male,1,49389,Full-time,689,0.222,72062,12,Small business,0,0.41,0,0.0452,1,0,Approved,Approved
APP-00971,EU,22,18-24,Female,1,116793,Full-time,840,0.28,91754,84,Education,0,0.486,0,0.0129,1,0,Approved,Approved
APP-00972,Singapore,62,50-64,Female,0,30601,Self-employed,575,0.468,6047,36,Personal,0,0.255,0,0.2575,0,0,Low credit score,High debt-to-income ratio
APP-00973,EU,66,65+,Female,0,49189,Self-employed,621,0.272,33360,24,Auto,0,0.751,0,0.145,1,0,Approved,Approved
APP-00974,US,23,18-24,Male,1,90147,Full-time,575,0.401,18266,48,Credit card consolidation,1,0.594,1,0.4148,0,0,Prior default history,Low credit score
APP-00975,Singapore,74,65+,Female,0,36018,Unemployed,548,0.299,28954,48,Personal,0,0.65,0,0.3225,0,0,Low credit score,Elevated regional portfolio risk
APP-00976,US,50,50-64,Male,0,37086,Full-time,658,0.342,60592,48,Education,0,0.48,0,0.1143,1,0,Approved,Approved
APP-00977,US,56,50-64,Female,0,51609,Part-time,518,0.64,20954,24,Credit card consolidation,1,0.377,1,0.7948,0,0,Low credit score,Prior default history
APP-00978,US,48,35-49,Male,0,95045,Full-time,850,0.356,34103,36,Personal,0,0.439,0,0.0145,1,0,Approved,Approved
APP-00979,US,68,65+,Male,0,26275,Self-employed,850,0.209,94959,12,Auto,0,0.227,0,0.0091,1,0,Approved,Approved
APP-00980,EU,68,65+,Female,0,40507,Full-time,777,0.364,48595,36,Credit card consolidation,1,0.541,0,0.1076,1,0,Approved,Approved
APP-00981,US,36,35-49,Female,1,27934,Self-employed,706,0.315,99931,36,Personal,0,0.596,0,0.0752,1,0,Approved,Approved
APP-00982,Singapore,33,25-34,Female,0,48361,Part-time,721,0.263,40087,84,Credit card consolidation,0,0.59,0,0.0622,1,0,Approved,Approved
APP-00983,UK,23,18-24,Male,0,22629,Part-time,536,0.05,41934,60,Credit card consolidation,1,0.664,0,0.3002,0,0,Low credit score,Prior default history
APP-00984,US,53,50-64,Female,1,111341,Full-time,582,0.077,46840,12,Credit card consolidation,0,0.594,0,0.0472,1,0,Approved,Approved
APP-00985,US,63,50-64,Male,0,57459,Part-time,746,0.243,7275,60,Education,0,0.253,0,0.0295,1,0,Approved,Approved
APP-00986,EU,57,50-64,Male,1,78603,Full-time,706,0.281,73593,12,Home improvement,0,0.681,0,0.0599,1,0,Approved,Approved
APP-00987,UK,24,18-24,Female,0,134441,Full-time,632,0.345,54386,48,Home improvement,0,0.657,1,0.1142,1,0,Approved,Approved
APP-00988,US,43,35-49,Male,0,30164,Part-time,743,0.33,26756,12,Auto,0,0.433,0,0.0564,1,0,Approved,Approved
APP-00989,US,45,35-49,Female,0,51379,Full-time,622,0.28,52101,60,Credit card consolidation,0,0.657,0,0.1317,1,0,Approved,Approved
APP-00990,EU,28,25-34,Male,0,69201,Full-time,496,0.31,69099,48,Auto,0,0.108,0,0.2278,0,1,Low credit score,High debt-to-income ratio
APP-00991,UK,47,35-49,Female,1,46379,Full-time,697,0.091,40147,36,Personal,0,0.384,0,0.0226,1,0,Approved,Approved
APP-00992,US,65,65+,Male,0,135892,Full-time,700,0.375,20202,60,Education,0,0.607,0,0.067,1,0,Approved,Approved
APP-00993,UK,20,18-24,Female,0,82775,Full-time,785,0.407,50438,60,Auto,0,0.613,0,0.0501,1,0,Approved,Approved
APP-00994,US,66,65+,Female,0,64863,Full-time,629,0.361,38898,24,Credit card consolidation,0,0.463,0,0.1179,1,0,Approved,Approved
APP-00995,US,69,65+,Female,0,31096,Full-time,706,0.507,70995,12,Personal,0,0.538,0,0.1482,1,0,Approved,Approved
APP-00996,US,28,25-34,Female,0,61617,Self-employed,614,0.2,20498,60,Personal,0,0.588,0,0.0872,1,0,Approved,Approved
APP-00997,Singapore,22,18-24,Female,1,43181,Full-time,689,0.267,36218,36,Education,0,0.676,1,0.0691,1,0,Approved,Approved
APP-00998,US,59,50-64,Male,1,56862,Full-time,604,0.66,13975,36,Auto,0,0.509,1,0.4614,0,0,High debt-to-income ratio,Low credit score
APP-00999,UK,74,65+,Female,0,38930,Full-time,644,0.383,21284,36,Credit card consolidation,0,0.214,0,0.1032,1,0,Approved,Approved
APP-01000,EU,26,25-34,Female,0,51861,Part-time,590,0.351,44481,60,Education,1,0.756,0,0.5042,0,0,Prior default history,Low credit score
APP-01001,EU,68,65+,Female,0,66764,Full-time,809,0.221,24224,24,Small business,1,0.674,0,0.0511,1,0,Approved,Approved
APP-01002,US,57,50-64,Female,0,24023,Full-time,604,0.461,32370,24,Personal,0,0.255,0,0.2117,0,1,Low credit score,High debt-to-income ratio
APP-01003,EU,63,50-64,Male,0,27219,Self-employed,622,0.199,6654,48,Small business,0,0.501,0,0.0982,1,0,Approved,Approved
APP-01004,Singapore,32,25-34,Female,0,35189,Full-time,790,0.102,16360,84,Small business,0,0.46,0,0.0151,1,0,Approved,Approved
APP-01005,US,57,50-64,Male,0,71556,Full-time,716,0.47,15912,36,Credit card consolidation,0,0.195,0,0.0636,1,0,Approved,Approved
APP-01006,EU,60,50-64,Female,0,39313,Full-time,752,0.244,17623,48,Small business,1,0.422,0,0.0859,1,0,Approved,Approved
APP-01007,US,68,65+,Female,0,77958,Unemployed,617,0.374,63598,12,Personal,1,0.471,1,0.3436,0,0,Prior default history,Low credit score
APP-01008,US,67,65+,Female,0,31603,Full-time,768,0.159,48612,60,Personal,0,0.472,0,0.0221,1,0,Approved,Approved
APP-01009,Singapore,43,35-49,Female,1,52605,Full-time,719,0.341,5203,60,Auto,0,0.451,0,0.0664,1,0,Approved,Approved
APP-01010,EU,58,50-64,Male,0,96246,Self-employed,698,0.149,7845,36,Home improvement,0,0.49,0,0.0266,1,0,Approved,Approved
